transactionID,sourceAccountID,targetAccountID,timestamp,fan_in_bins_2-3,fan_in_bins_3-inf,fan_out_bins_2-3,fan_out_bins_3-inf,degree_in_bins_2-3,degree_in_bins_3-inf,degree_out_bins_2-3,degree_out_bins_3-inf,scatter-gather_bins_2-3,scatter-gather_bins_3-inf,temp-cycle_bins_2-3,temp-cycle_bins_3-inf,source_fan_out,source_deg_out,source_ratio_out,source_avg_col3_out,source_sum_col3_out,source_var_col3_out,source_skew_col3_out,source_kurtosis_col3_out,source_fan_in,source_deg_in,source_ratio_in,source_avg_col3_in,source_sum_col3_in,source_var_col3_in,source_skew_col3_in,source_kurtosis_col3_in,dest_fan_out,dest_deg_out,dest_ratio_out,dest_avg_col3_out,dest_sum_col3_out,dest_var_col3_out,dest_skew_col3_out,dest_kurtosis_col3_out,dest_fan_in,dest_deg_in,dest_ratio_in,dest_avg_col3_in,dest_sum_col3_in,dest_var_col3_in,dest_skew_col3_in,dest_kurtosis_col3_in,Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering,sourceAccount,targetAccount
72.0,73.0,77.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,75.5,302.0,6.249999999999991,-1.8758328224066685e-15,1.0000000000000004,1.0,3.0,3.0,73.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,78.0,156.0,0.0,0.0,0.0,2022-09-01 00:18:00,11904.0,8016BC320,10.0,8016BBF40,106953.0,US Dollar,106953.0,US Dollar,ACH,0.0,119048016BC320,108016BBF40
80.0,81.0,89.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,93.0,186.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,90.0,180.0,0.0,0.0,0.0,2.0,3.0,1.5,91.5,366.0,2.25,0.0,1.0,2022-09-01 00:24:00,1244.0,8016CAB70,121303.0,80E2754A0,51.44,US Dollar,51.44,US Dollar,Credit Card,0.0,12448016CAB70,12130380E2754A0
94.0,97.0,105.0,106.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1.5,100.75,403.0,9.1875,1.1547005383792515,2.333333333333333,1.0,2.0,2.0,97.0,194.0,0.0,0.0,0.0,1.0,2.0,2.0,106.0,212.0,0.0,0.0,0.0,2.0,3.0,1.5,106.0,318.0,0.0,0.0,0.0,2022-09-01 00:10:00,908.0,8018867C0,222363.0,80D454CA0,2.22,US Dollar,2.22,US Dollar,Credit Card,0.0,9088018867C0,22236380D454CA0
109.0,110.0,111.0,112.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,112.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.5,113.0,339.0,0.0,0.0,0.0,2.0,3.0,1.5,112.0,224.0,0.0,0.0,0.0,2022-09-01 00:20:00,10.0,800056660,10.0,800056660,4461.81,US Dollar,4461.81,US Dollar,Cheque,0.0,10800056660,10800056660
123.0,124.0,127.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,141.0,282.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,128.0,256.0,0.0,0.0,0.0,1.0,1.0,1.0,141.0,282.0,0.0,0.0,0.0,2022-09-01 00:28:00,10.0,800059840,10.0,800059840,167.41,US Dollar,167.41,US Dollar,Cheque,0.0,10800059840,10800059840
142.0,145.0,162.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,163.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,163.0,326.0,0.0,0.0,0.0,1.0,1.0,1.0,163.0,326.0,0.0,0.0,0.0,2022-09-01 00:24:00,10.0,80005E100,10.0,80005E100,36.56,US Dollar,36.56,US Dollar,Cash,0.0,1080005E100,1080005E100
167.0,168.0,171.0,174.0,1.0,15.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,174.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,173.0,346.0,0.0,0.0,0.0,2.0,2.0,1.0,174.0,348.0,0.0,0.0,0.0,2022-09-01 00:16:00,1.0,8000F7850,1.0,8001003A0,1544.01,US Dollar,1544.01,US Dollar,Cheque,0.0,18000F7850,18001003A0
176.0,179.0,189.0,190.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,190.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,190.0,1140.0,0.0,0.0,0.0,2022-09-01 00:09:00,12.0,800105F00,15085.0,808D68320,19.42,US Dollar,19.42,US Dollar,Credit Card,0.0,12800105F00,15085808D68320
197.0,205.0,212.0,213.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,213.0,426.0,0.0,0.0,0.0,1.0,2.0,2.0,206.0,618.0,0.0,0.0,0.0,1.0,3.0,3.0,214.0,642.0,0.0,0.0,0.0,1.0,1.0,1.0,213.0,426.0,0.0,0.0,0.0,2022-09-01 00:27:00,12.0,80010F6E0,8595.0,8123576A0,39.77,US Dollar,39.77,US Dollar,Credit Card,0.0,1280010F6E0,85958123576A0
214.0,215.0,216.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,217.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.5,217.0,651.0,0.0,0.0,0.0,2.0,2.0,1.0,217.0,217.0,0.0,0.0,0.0,2022-09-01 00:22:00,10.0,80005E380,10.0,8001146D0,6950.29,US Dollar,6950.29,US Dollar,Cheque,0.0,1080005E380,108001146D0
219.0,220.0,227.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,228.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,168.0,672.0,3481.0,-7.085395891676779e-17,0.9999999999999999,2.0,3.0,1.5,227.33333333333334,682.0,0.0,0.0,0.0,2022-09-01 00:13:00,1.0,800042CB0,12.0,800117590,1037.24,US Dollar,1037.24,US Dollar,Cheque,0.0,1800042CB0,12800117590
229.0,238.0,239.0,248.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.5,248.0,496.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,248.0,496.0,0.0,0.0,0.0,2022-09-01 00:02:00,1.0,80011A2A0,220.0,80011D000,27374.91,US Dollar,27374.91,US Dollar,Cash,0.0,180011A2A0,22080011D000
249.0,251.0,256.0,258.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,258.0,516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,257.0,514.0,0.0,0.0,0.0,2.0,3.0,1.5,257.5,1030.0,0.0,0.0,0.0,2022-09-01 00:15:00,10.0,800118D50,10.0,800128000,10322.13,US Dollar,10322.13,US Dollar,Wire,0.0,10800118D50,10800128000
259.0,261.0,262.0,263.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,263.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,264.0,792.0,0.0,0.0,0.0,1.0,2.0,2.0,263.0,263.0,0.0,0.0,0.0,2022-09-01 00:13:00,220.0,80010C2F0,12.0,80012A760,7104381.9,US Dollar,7104381.9,US Dollar,Cash,0.0,22080010C2F0,1280012A760
264.0,265.0,272.0,273.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,273.0,819.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.5,272.6,1363.0,0.0,0.0,0.0,2022-09-01 00:02:00,1.0,800128AC0,10.0,80012AB70,773.43,US Dollar,773.43,US Dollar,ACH,0.0,1800128AC0,1080012AB70
278.0,290.0,291.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,292.0,584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,292.0,584.0,0.0,0.0,0.0,2022-09-01 00:08:00,220.0,80011D000,220.0,8001357F0,43291.48,US Dollar,43291.48,US Dollar,Cheque,0.0,22080011D000,2208001357F0
293.0,297.0,298.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,299.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,299.0,299.0,0.0,0.0,0.0,2022-09-01 00:04:00,1.0,8001142C0,220.0,800102D10,25159.4,US Dollar,25159.4,US Dollar,ACH,0.0,18001142C0,220800102D10
300.0,301.0,302.0,303.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,303.0,606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,304.0,912.0,0.0,0.0,0.0,2.0,2.0,1.0,303.0,606.0,0.0,0.0,0.0,2022-09-01 00:18:00,12.0,800043C00,1.0,8001409E0,543.08,US Dollar,543.08,US Dollar,Cash,0.0,12800043C00,18001409E0
308.0,309.0,310.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,311.0,311.0,0.0,0.0,0.0,1.0,3.0,3.0,310.0,930.0,0.0,0.0,0.0,1.0,2.0,2.0,312.0,624.0,0.0,0.0,0.0,1.0,1.0,1.0,311.0,311.0,0.0,0.0,0.0,2022-09-01 00:24:00,10.0,8001074F0,12.0,800145390,10941283.39,US Dollar,10941283.39,US Dollar,Cheque,0.0,108001074F0,12800145390
313.0,314.0,317.0,318.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.5,316.5,1266.0,2.25,0.0,1.0,1.0,2.0,2.0,315.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.5,318.0,1272.0,0.0,0.0,0.0,2022-09-01 00:07:00,1.0,8000EBF70,12.0,8001473E0,2781.93,US Dollar,2781.93,US Dollar,Cheque,0.0,18000EBF70,128001473E0
326.0,328.0,331.0,334.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,334.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,333.0,666.0,0.0,0.0,0.0,2.0,4.0,2.0,332.6666666666667,998.0,0.0,0.0,0.0,2022-09-01 00:18:00,3241.0,80014B200,220.0,80014BCF0,0.01,US Dollar,0.01,US Dollar,Cheque,0.0,324180014B200,22080014BCF0
341.0,342.0,343.0,344.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,344.0,1032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,343.0,686.0,0.0,0.0,0.0,2.0,4.0,2.0,343.6,1718.0,0.0,0.0,0.0,2022-09-01 00:12:00,12.0,800145390,12.0,800110F70,367.52,US Dollar,367.52,US Dollar,Cheque,0.0,12800145390,12800110F70
353.0,357.0,366.0,376.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,376.0,752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.5,371.5,1486.0,20.25,0.0,1.0,2022-09-01 00:19:00,10.0,800102DD0,1.0,8001580D0,28183.98,US Dollar,28183.98,US Dollar,Cheque,0.0,10800102DD0,18001580D0
395.0,396.0,397.0,398.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,398.0,796.0,0.0,0.0,0.0,1.0,2.0,2.0,396.0,792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,398.0,796.0,0.0,0.0,0.0,2022-09-01 00:21:00,1.0,8001409E0,10.0,80014D160,24511.74,US Dollar,24511.74,US Dollar,Cheque,0.0,18001409E0,1080014D160
403.0,405.0,406.0,445.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,429.8,2149.0,346.5599999999998,-0.40824829046386335,1.1666666666666672,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,429.8,2149.0,346.5599999999998,-0.40824829046386335,1.1666666666666672,2022-09-01 00:04:00,10.0,800145AC0,11642.0,80DF8D850,2.79,US Dollar,2.79,US Dollar,Credit Card,0.0,10800145AC0,1164280DF8D850
453.0,454.0,455.0,457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,457.0,457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.5,455.0,1365.0,0.0,0.0,0.0,2.0,3.0,1.5,455.5,1822.0,0.0,0.0,0.0,2022-09-01 00:16:00,220.0,80014BF30,10.0,800182360,13271.04,US Dollar,13271.04,US Dollar,Credit Card,0.0,22080014BF30,10800182360
458.0,459.0,462.0,463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,461.8,2309.0,2.1599999999999966,-0.408248290463864,1.1666666666666705,2.0,4.0,2.0,460.0,920.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,463.0,1389.0,0.0,0.0,0.0,2022-09-01 00:05:00,10.0,8001742E0,1292.0,800188040,6014.68,US Dollar,6014.68,US Dollar,ACH,0.0,108001742E0,1292800188040
466.0,467.0,473.0,474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.5,469.3333333333333,1408.0,10.888888888888934,0.7071067811865431,1.4999999999999882,1.0,2.0,2.0,467.0,934.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,474.0,474.0,0.0,0.0,0.0,2022-09-01 00:04:00,220.0,8001325C0,10.0,80018DBD0,379371.14,US Dollar,379371.14,US Dollar,Cheque,0.0,2208001325C0,1080018DBD0
475.0,481.0,482.0,483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,483.0,1449.0,0.0,0.0,0.0,1.0,2.0,2.0,482.0,964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,483.0,1449.0,0.0,0.0,0.0,2022-09-01 00:22:00,70.0,100428660,220.0,800190EB0,13809.74,US Dollar,13809.74,US Dollar,Cash,0.0,70100428660,220800190EB0
484.0,502.0,503.0,504.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,504.0,504.0,0.0,0.0,0.0,1.0,2.0,2.0,502.0,1506.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.5,504.0,504.0,0.0,0.0,0.0,2022-09-01 00:18:00,12.0,80018EE40,10.0,800194520,5565.2,US Dollar,5565.2,US Dollar,Wire,0.0,1280018EE40,10800194520
505.0,511.0,516.0,522.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,516.0,2580.0,23.999999999999943,0.408248290463861,1.1666666666666696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,517.0,1034.0,0.0,0.0,0.0,2.0,3.0,1.5,519.5,2078.0,6.250000000000071,1.5177192835835482e-14,0.9999999999999972,2022-09-01 00:29:00,10.0,800199C60,10.0,800199C60,1861.78,US Dollar,1861.78,US Dollar,Credit Card,0.0,10800199C60,10800199C60
523.0,528.0,533.0,534.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1.5,531.3333333333334,1594.0,3.555555555555505,0.7071067811865624,1.5000000000000426,2.0,4.0,2.0,528.5,2114.0,0.0,0.0,0.0,1.0,2.0,2.0,534.0,1068.0,0.0,0.0,0.0,2.0,3.0,1.5,534.0,1602.0,0.0,0.0,0.0,2022-09-01 00:24:00,12.0,800188800,218472.0,80B46BC60,23.87,US Dollar,23.87,US Dollar,Credit Card,0.0,12800188800,21847280B46BC60
535.0,539.0,553.0,578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.5,559.5,2238.0,342.25,-5.745726898058101e-16,0.9999999999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,555.0,1110.0,0.0,0.0,0.0,1.0,1.0,1.0,578.0,1156.0,0.0,0.0,0.0,2022-09-01 00:26:00,220.0,800192280,10.0,80019D770,11480.66,US Dollar,11480.66,US Dollar,Wire,0.0,220800192280,1080019D770
579.0,580.0,581.0,582.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,582.0,1164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,583.0,1166.0,0.0,0.0,0.0,1.0,2.0,2.0,582.0,1164.0,0.0,0.0,0.0,2022-09-01 00:07:00,70.0,100428660,12.0,8001A8EB0,17459.98,US Dollar,17459.98,US Dollar,Credit Card,0.0,70100428660,128001A8EB0
592.0,593.0,594.0,595.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,595.0,1190.0,0.0,0.0,0.0,1.0,2.0,2.0,593.0,1779.0,0.0,0.0,0.0,1.0,2.0,2.0,528.0,1056.0,0.0,0.0,0.0,1.0,2.0,2.0,595.0,1190.0,0.0,0.0,0.0,2022-09-01 00:23:00,10.0,8001A5F50,1.0,8001A6A40,27632395.0,US Dollar,27632395.0,US Dollar,Cheque,0.0,108001A5F50,18001A6A40
596.0,608.0,609.0,616.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,616.0,1232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,610.0,1220.0,0.0,0.0,0.0,2.0,4.0,2.0,613.0,2452.0,9.0,0.0,1.0,2022-09-01 00:01:00,10.0,8001AA0E0,24869.0,8100D4600,7.83,US Dollar,7.83,US Dollar,Credit Card,0.0,108001AA0E0,248698100D4600
